,Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,"MonthlyIncome_(990.01, 2908.0]","MonthlyIncome_(2908.0, 4807.0]","MonthlyIncome_(4807.0, 6706.0]","MonthlyIncome_(6706.0, 8605.0]","MonthlyIncome_(8605.0, 10504.0]","MonthlyIncome_(10504.0, 12403.0]","MonthlyIncome_(12403.0, 14302.0]","MonthlyIncome_(14302.0, 16201.0]","MonthlyIncome_(16201.0, 18100.0]","MonthlyIncome_(18100.0, 19999.0]",OverTime_No,OverTime_Yes
106,0,54,19,4,4,3,2,1,9,11,3,2,2,9,4,3,5,3,1,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
107,0,32,7,3,4,2,2,3,1,14,3,3,1,13,3,2,13,8,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
108,0,52,2,4,1,2,5,3,1,18,3,4,0,33,2,4,33,7,15,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
109,0,31,9,1,3,3,3,2,1,25,4,4,1,13,6,4,13,8,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
110,1,19,10,3,1,2,1,2,1,25,4,2,0,1,2,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
111,0,35,8,4,1,3,1,4,1,16,3,2,1,3,1,2,3,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
112,0,27,15,3,4,2,1,1,0,19,3,4,1,8,2,2,7,6,7,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
113,1,26,24,3,3,1,1,4,1,18,3,2,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
114,0,28,15,2,1,3,1,3,1,16,3,4,1,4,5,2,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
115,1,56,24,2,1,3,1,4,1,16,3,4,0,5,3,3,4,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
116,0,47,14,4,3,3,2,2,8,18,3,3,1,16,4,4,8,7,1,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
117,1,40,25,4,4,2,3,2,2,12,3,3,0,9,2,3,5,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
118,0,31,4,3,1,4,1,3,8,12,3,2,1,4,0,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
119,1,23,6,3,3,4,1,1,1,21,4,3,2,1,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
120,0,33,2,3,2,3,1,3,1,13,3,4,1,5,2,3,5,4,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
121,0,27,2,2,1,4,2,3,0,14,3,2,0,9,5,2,8,7,0,7,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
122,0,43,2,3,4,3,2,4,1,17,3,1,1,10,3,3,10,9,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
123,0,35,28,4,2,2,1,3,0,23,4,1,2,6,5,3,5,3,4,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
124,0,40,5,4,4,2,3,1,5,21,4,3,1,20,2,3,18,13,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
125,0,36,18,4,1,3,2,4,2,20,4,1,0,18,0,3,11,9,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126,0,30,1,2,3,3,2,4,1,23,4,4,0,12,2,3,12,8,3,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
127,0,55,2,4,2,2,1,4,8,20,4,2,1,19,2,4,5,2,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
128,0,35,1,5,3,3,3,2,1,13,3,1,2,10,3,3,10,8,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
129,0,29,8,1,2,2,2,4,1,15,3,3,1,10,2,2,10,7,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
130,1,39,2,3,1,2,1,1,2,23,4,2,0,11,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
131,0,18,10,3,4,2,1,3,1,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
132,0,30,9,2,4,2,1,3,1,13,3,1,0,10,5,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
133,0,43,12,3,1,2,4,2,1,11,3,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
134,0,40,1,4,1,3,4,1,2,11,3,1,1,22,3,3,19,7,11,16,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
135,0,35,18,4,3,3,2,3,1,14,3,4,2,10,2,4,10,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
136,1,35,10,3,4,2,3,1,9,17,3,3,0,15,3,3,13,12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
137,0,33,22,2,3,3,2,2,0,13,3,1,1,8,2,4,7,7,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
138,0,45,9,3,4,3,3,1,4,12,3,3,1,18,2,3,5,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139,0,47,1,3,1,3,1,4,7,12,3,3,1,17,2,2,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
140,1,26,21,3,1,3,1,3,1,20,4,3,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,0,42,2,1,3,3,4,3,0,13,3,4,0,21,3,2,20,8,2,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
142,0,29,7,1,1,2,1,4,6,14,3,3,3,8,5,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
143,0,40,9,5,4,2,2,4,9,14,3,4,1,5,5,1,3,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
144,0,34,10,3,4,3,2,3,1,14,3,3,1,15,3,3,15,14,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,0,43,9,5,4,3,2,3,3,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
146,0,31,12,3,4,3,2,4,0,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
147,0,31,29,4,1,2,2,4,1,14,3,1,2,13,3,3,12,7,5,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
148,0,22,19,1,3,3,1,4,1,24,4,1,2,2,6,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
149,0,33,14,3,4,3,1,2,1,13,3,4,1,8,5,3,8,7,1,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
150,0,55,8,1,4,2,4,2,1,15,3,4,1,34,3,3,33,9,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
151,0,27,2,1,4,1,2,4,3,20,4,2,0,8,3,3,6,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
152,0,30,2,3,3,3,1,4,0,14,3,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
153,0,33,3,4,4,3,1,3,1,11,3,3,0,8,3,3,8,7,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
154,0,36,24,4,2,3,2,2,7,15,3,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
155,0,33,10,4,2,3,2,3,1,14,3,2,0,10,2,2,10,4,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
156,0,28,1,3,3,3,1,1,1,25,4,3,1,3,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
157,1,30,1,3,2,2,2,1,1,11,3,4,1,10,4,3,10,8,6,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
158,1,29,27,3,2,3,3,4,1,22,4,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
159,1,39,23,3,3,3,1,1,0,13,3,1,0,6,2,3,5,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
160,0,36,26,4,1,3,2,3,6,14,3,2,2,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
161,0,32,29,4,4,3,1,3,9,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
162,0,23,4,3,1,4,1,1,2,16,3,1,1,5,3,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
163,0,29,10,3,3,3,1,3,1,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
164,0,41,1,3,2,4,3,1,1,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
165,0,54,7,4,4,3,2,4,4,15,3,2,1,14,2,2,7,1,1,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
166,1,35,25,4,4,3,1,2,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
167,0,28,6,3,3,2,1,3,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
168,0,34,3,2,4,1,2,4,5,12,3,1,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
169,0,31,1,3,4,1,2,1,1,21,4,2,0,10,6,3,10,8,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
170,1,32,11,4,4,4,2,3,8,12,3,4,0,6,2,3,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
171,0,40,11,3,4,3,2,3,1,11,3,1,1,10,2,4,10,9,9,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
172,0,28,2,1,1,2,1,2,0,17,3,1,0,6,2,1,5,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
173,0,22,1,2,4,2,2,4,6,22,4,1,2,4,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
174,0,28,1,4,4,3,1,3,0,11,3,3,0,5,2,2,4,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
175,0,25,4,2,2,2,2,4,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
176,0,35,3,3,3,2,1,3,1,18,3,3,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
177,0,32,7,5,4,3,2,4,4,12,3,3,1,7,3,2,4,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
178,0,38,6,2,4,2,1,3,1,11,3,2,1,5,3,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
179,1,29,13,3,1,3,2,2,5,11,3,1,0,7,4,1,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
180,0,25,28,3,1,2,2,3,2,18,3,4,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
181,0,29,15,2,4,2,2,3,0,12,3,4,0,10,3,3,9,5,0,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
182,0,31,5,3,2,3,2,1,0,19,3,2,0,10,2,3,9,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
183,0,40,24,2,1,3,2,4,1,17,3,1,2,9,3,3,9,8,4,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
184,0,54,20,4,4,3,2,3,3,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
185,0,47,2,4,1,3,4,3,3,19,3,2,2,26,2,4,20,17,5,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
186,0,27,8,1,3,3,2,4,0,19,3,2,1,5,3,3,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
187,0,35,1,3,1,3,2,3,1,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
188,0,48,1,4,1,4,4,4,2,22,4,3,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
189,0,47,26,4,4,3,5,3,3,11,3,3,1,27,2,3,5,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
190,0,51,6,3,1,3,5,3,7,13,3,3,0,23,5,3,20,18,15,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
191,0,41,2,4,1,2,2,3,2,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
192,0,30,15,2,3,2,3,1,2,11,3,1,1,12,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
193,0,34,8,2,2,4,2,3,1,21,4,3,2,10,5,3,10,8,4,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
194,0,30,10,3,3,2,2,3,1,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
195,0,27,3,3,4,3,1,4,1,11,3,3,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
196,0,41,1,3,4,2,5,3,1,12,3,2,1,22,3,3,22,7,2,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
197,0,49,8,2,1,3,3,2,4,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
198,0,35,1,3,4,2,2,4,0,12,3,2,1,10,0,3,9,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
199,0,36,12,5,4,2,3,4,0,11,3,2,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
200,1,29,1,3,2,2,1,3,6,19,3,3,3,5,3,3,3,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
201,1,20,9,3,4,3,1,4,1,14,3,2,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
202,1,35,23,2,2,2,2,3,3,13,3,1,0,8,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
203,0,56,4,4,4,3,5,1,4,13,3,4,1,28,2,3,5,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
204,0,38,2,2,4,3,1,4,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
205,0,36,27,3,3,3,2,3,6,13,3,2,2,17,3,2,7,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
206,0,26,1,3,3,3,2,2,1,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
207,0,50,2,4,1,3,4,1,1,11,3,4,1,31,3,3,31,6,14,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
208,1,32,9,3,1,3,1,1,7,22,4,1,0,10,2,4,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
209,0,32,1,4,2,2,1,2,0,14,3,2,1,3,2,3,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
210,0,29,1,3,1,3,1,4,1,15,3,1,3,3,5,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
211,0,30,6,3,1,2,2,4,0,12,3,1,1,10,6,3,9,2,6,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
212,0,40,28,3,3,1,3,1,3,15,3,3,1,20,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
213,0,34,1,4,4,3,1,1,5,14,3,3,2,10,2,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
214,0,29,3,1,2,3,1,1,1,18,3,4,0,10,3,3,10,9,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
215,0,55,1,3,4,3,5,1,0,14,3,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
216,0,38,1,4,1,2,2,4,4,22,4,3,0,12,2,4,8,3,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
217,0,46,26,2,2,2,2,2,8,15,3,3,0,6,3,3,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
