,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
147,0,31,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,"(4807.0, 6706.0]",1,No,14,3,1,2,13,3,3,12,7,5,7
148,0,22,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,"(990.01, 2908.0]",1,No,24,4,1,2,2,6,3,2,2,2,2
149,0,33,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,"(990.01, 2908.0]",1,No,13,3,4,1,8,5,3,8,7,1,6
150,0,55,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,"(12403.0, 14302.0]",1,Yes,15,3,4,1,34,3,3,33,9,15,0
151,0,27,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,"(4807.0, 6706.0]",3,No,20,4,2,0,8,3,3,6,2,0,0
152,0,30,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,"(990.01, 2908.0]",0,No,14,3,3,0,12,2,2,11,7,6,7
153,0,33,Travel_Frequently,Research & Development,3,4,Life Sciences,4,Female,3,1,Research Scientist,3,Married,"(2908.0, 4807.0]",1,Yes,11,3,3,0,8,3,3,8,7,3,0
154,0,36,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,"(4807.0, 6706.0]",7,No,15,3,3,1,11,3,3,9,8,0,8
155,0,33,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,"(4807.0, 6706.0]",1,No,14,3,2,0,10,2,2,10,4,0,9
156,0,28,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,"(2908.0, 4807.0]",1,No,25,4,3,1,3,3,3,3,2,1,2
157,1,30,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,"(8605.0, 10504.0]",1,No,11,3,4,1,10,4,3,10,8,6,7
158,1,29,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,"(6706.0, 8605.0]",1,No,22,4,4,3,10,3,2,10,4,1,9
159,1,39,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,"(2908.0, 4807.0]",0,No,13,3,1,0,6,2,3,5,2,0,3
160,0,36,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,"(4807.0, 6706.0]",6,No,14,3,2,2,10,2,2,3,2,0,2
161,0,32,Non-Travel,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,"(2908.0, 4807.0]",9,No,12,3,2,0,10,2,3,8,7,7,7
162,0,23,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,"(990.01, 2908.0]",2,No,16,3,1,1,5,3,4,3,2,0,2
163,0,29,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,"(990.01, 2908.0]",1,No,11,3,3,0,1,6,3,1,0,0,0
164,0,41,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,"(6706.0, 8605.0]",1,No,16,3,3,1,10,2,3,10,7,0,7
165,0,54,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,4,Married,"(6706.0, 8605.0]",4,No,15,3,2,1,14,2,2,7,1,1,7
166,1,35,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,"(990.01, 2908.0]",1,Yes,19,3,1,1,10,3,2,10,2,7,8
167,0,28,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,"(990.01, 2908.0]",1,Yes,14,3,4,1,3,2,3,3,1,0,2
168,0,34,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,"(4807.0, 6706.0]",5,No,12,3,1,0,6,3,3,2,2,2,2
169,0,31,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,"(4807.0, 6706.0]",1,No,21,4,2,0,10,6,3,10,8,8,7
170,1,32,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,"(2908.0, 4807.0]",8,No,12,3,4,0,6,2,3,4,2,1,2
171,0,40,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,"(4807.0, 6706.0]",1,No,11,3,1,1,10,2,4,10,9,9,4
172,0,28,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,"(2908.0, 4807.0]",0,No,17,3,1,0,6,2,1,5,3,0,4
173,0,22,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,"(2908.0, 4807.0]",6,No,22,4,1,2,4,2,1,2,2,2,2
174,0,28,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,"(990.01, 2908.0]",0,Yes,11,3,3,0,5,2,2,4,2,0,2
175,0,25,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,"(2908.0, 4807.0]",1,Yes,11,3,2,0,5,3,3,5,4,1,3
176,0,35,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,"(990.01, 2908.0]",1,No,18,3,3,2,1,3,3,1,0,0,0
177,0,32,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,"(8605.0, 10504.0]",4,No,12,3,3,1,7,3,2,4,3,0,3
178,0,38,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,"(2908.0, 4807.0]",1,No,11,3,2,1,5,3,3,5,4,0,4
179,1,29,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,"(4807.0, 6706.0]",5,No,11,3,1,0,7,4,1,5,3,0,0
180,0,25,Travel_Rarely,Sales,28,3,Life Sciences,1,Male,2,2,Sales Executive,3,Married,"(8605.0, 10504.0]",2,No,18,3,4,0,6,3,3,2,2,2,2
181,0,29,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Female,2,2,Laboratory Technician,3,Single,"(2908.0, 4807.0]",0,Yes,12,3,4,0,10,3,3,9,5,0,8
182,0,31,Non-Travel,Research & Development,5,3,Medical,2,Male,3,2,Manufacturing Director,1,Single,"(8605.0, 10504.0]",0,No,19,3,2,0,10,2,3,9,4,1,7
183,0,40,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,"(2908.0, 4807.0]",1,No,17,3,1,2,9,3,3,9,8,4,7
184,0,54,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,"(4807.0, 6706.0]",3,No,12,3,4,0,20,4,2,4,3,0,3
185,0,47,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,"(16201.0, 18100.0]",3,No,19,3,2,2,26,2,4,20,17,5,6
186,0,27,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,"(2908.0, 4807.0]",0,No,19,3,2,1,5,3,3,4,2,1,1
187,0,35,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,"(4807.0, 6706.0]",1,No,16,3,4,0,5,3,3,5,4,0,3
188,0,48,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,"(16201.0, 18100.0]",2,No,22,4,3,0,27,3,2,5,4,2,1
189,0,47,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,"(18100.0, 19999.0]",3,No,11,3,3,1,27,2,3,5,2,1,0
190,0,51,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,5,Research Director,3,Single,"(18100.0, 19999.0]",7,No,13,3,3,0,23,5,3,20,18,15,15
191,0,41,Non-Travel,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,"(6706.0, 8605.0]",2,Yes,17,3,1,0,10,3,3,8,7,0,7
192,0,30,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,"(6706.0, 8605.0]",2,No,11,3,1,1,12,2,3,7,7,1,7
193,0,34,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,"(6706.0, 8605.0]",1,No,21,4,3,2,10,5,3,10,8,4,8
194,0,30,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,"(4807.0, 6706.0]",1,No,18,3,1,1,10,3,3,10,3,1,4
195,0,27,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,"(990.01, 2908.0]",1,No,11,3,3,3,0,6,2,0,0,0,0
196,0,41,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,"(18100.0, 19999.0]",1,No,12,3,2,1,22,3,3,22,7,2,10
197,0,49,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,"(6706.0, 8605.0]",4,No,11,3,3,1,29,3,2,26,9,1,7
198,0,35,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,"(4807.0, 6706.0]",0,No,12,3,2,1,10,0,3,9,7,0,0
199,0,36,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,"(8605.0, 10504.0]",0,No,11,3,2,0,15,2,2,14,8,7,8
200,1,29,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,"(990.01, 2908.0]",6,Yes,19,3,3,3,5,3,3,3,2,0,2
201,1,20,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,"(990.01, 2908.0]",1,Yes,14,3,2,0,2,3,3,2,2,0,2
202,1,35,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,"(4807.0, 6706.0]",3,Yes,13,3,1,0,8,1,3,1,0,0,1
203,0,56,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,"(18100.0, 19999.0]",4,No,13,3,4,1,28,2,3,5,2,4,2
204,0,38,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,"(990.01, 2908.0]",1,Yes,23,4,3,1,1,3,3,1,0,0,0
205,0,36,Travel_Rarely,Research & Development,27,3,Medical,3,Male,3,2,Healthcare Representative,3,Married,"(4807.0, 6706.0]",6,No,13,3,2,2,17,3,2,7,7,7,7
206,0,26,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,"(4807.0, 6706.0]",1,No,20,4,1,1,6,6,1,6,5,1,4
207,0,50,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,"(16201.0, 18100.0]",1,No,11,3,4,1,31,3,3,31,6,14,7
208,1,32,Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,1,Laboratory Technician,1,Single,"(2908.0, 4807.0]",7,No,22,4,1,0,10,2,4,5,4,0,4
209,0,32,Travel_Rarely,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,"(990.01, 2908.0]",0,No,14,3,2,1,3,2,3,2,2,2,2
210,0,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,"(2908.0, 4807.0]",1,No,15,3,1,3,3,5,3,3,2,1,2
211,0,30,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,"(2908.0, 4807.0]",0,No,12,3,1,1,10,6,3,9,2,6,7
212,0,40,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,"(10504.0, 12403.0]",3,No,15,3,3,1,20,2,3,1,0,0,1
213,0,34,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,"(2908.0, 4807.0]",5,No,14,3,3,2,10,2,3,4,3,1,3
214,0,29,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,"(2908.0, 4807.0]",1,Yes,18,3,4,0,10,3,3,10,9,1,5
215,0,55,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,"(18100.0, 19999.0]",0,Yes,14,3,3,0,37,2,3,36,10,4,13
216,0,38,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,"(8605.0, 10504.0]",4,No,22,4,3,0,12,2,4,8,3,0,7
217,0,46,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,"(6706.0, 8605.0]",8,No,15,3,3,0,6,3,3,2,2,2,2
218,0,36,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,"(8605.0, 10504.0]",3,Yes,16,3,4,0,15,3,3,5,4,0,1
219,1,58,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,"(990.01, 2908.0]",4,No,24,4,1,0,7,4,3,1,0,0,0
220,0,44,Travel_Rarely,Research & Development,7,4,Medical,1,Female,2,3,Healthcare Representative,4,Married,"(8605.0, 10504.0]",3,No,14,3,4,1,24,4,3,22,6,5,17
221,0,40,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,"(6706.0, 8605.0]",1,No,14,3,2,1,8,3,2,7,7,7,5
222,0,33,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,"(2908.0, 4807.0]",3,No,18,3,1,0,5,4,3,3,2,0,2
223,1,26,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,"(2908.0, 4807.0]",0,No,22,4,3,0,7,2,3,6,4,0,4
224,0,49,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,"(990.01, 2908.0]",4,Yes,16,3,2,1,17,2,2,2,2,2,2
225,0,35,Travel_Rarely,Human Resources,26,4,Life Sciences,3,Female,3,3,Human Resources,4,Single,"(8605.0, 10504.0]",1,Yes,16,3,3,0,9,2,3,9,0,1,7
226,0,27,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,"(2908.0, 4807.0]",1,No,19,3,4,3,3,4,3,3,2,1,2
227,0,26,Travel_Rarely,Research & Development,6,3,Other,3,Female,2,1,Research Scientist,2,Married,"(990.01, 2908.0]",1,No,19,3,3,0,5,3,2,5,4,4,3
228,0,49,Travel_Rarely,Research & Development,20,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,"(4807.0, 6706.0]",1,No,14,3,3,0,16,2,2,15,11,5,11
229,0,49,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,"(12403.0, 14302.0]",7,Yes,12,3,4,0,25,2,3,7,1,0,7
230,0,45,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,"(4807.0, 6706.0]",0,No,13,3,4,2,10,2,2,9,8,3,8
231,1,28,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Laboratory Technician,3,Single,"(2908.0, 4807.0]",1,Yes,13,3,3,0,2,3,2,2,2,2,2
232,0,26,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,"(990.01, 2908.0]",1,Yes,13,3,3,1,3,2,3,3,2,0,2
233,1,44,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,"(2908.0, 4807.0]",1,Yes,11,3,3,0,6,4,3,6,4,0,2
234,0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,"(990.01, 2908.0]",3,No,22,4,3,1,7,3,3,4,2,0,3
235,0,26,Travel_Rarely,Sales,5,3,Other,4,Female,2,1,Sales Representative,3,Single,"(2908.0, 4807.0]",0,No,18,3,4,0,5,2,3,4,2,0,0
236,0,34,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,"(2908.0, 4807.0]",3,No,17,3,4,3,6,2,3,0,0,0,0
237,0,34,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,"(2908.0, 4807.0]",2,No,11,3,4,0,5,3,2,3,2,0,2
238,0,35,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,"(6706.0, 8605.0]",2,No,16,3,2,1,17,3,3,7,7,0,7
239,0,43,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,"(2908.0, 4807.0]",1,Yes,14,3,1,0,20,3,1,20,7,1,8
240,0,30,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,2,Healthcare Representative,4,Married,"(2908.0, 4807.0]",1,No,19,3,1,3,11,3,3,11,10,10,8
241,0,44,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,"(4807.0, 6706.0]",2,No,15,3,4,1,10,5,3,2,0,2,2
242,0,42,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,"(990.01, 2908.0]",8,No,22,4,2,3,7,6,2,5,3,0,4
243,0,30,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,"(990.01, 2908.0]",4,No,15,3,3,1,9,3,1,5,3,1,4
244,0,30,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,"(6706.0, 8605.0]",0,No,11,3,3,0,10,3,3,9,8,7,8
245,0,38,Travel_Frequently,Research & Development,10,1,Medical,3,Male,3,1,Research Scientist,3,Married,"(990.01, 2908.0]",0,No,17,3,2,1,3,0,2,2,1,0,2
246,1,31,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,"(990.01, 2908.0]",1,No,12,3,2,0,1,3,3,1,0,0,0
247,0,54,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,"(10504.0, 12403.0]",6,No,11,3,2,1,13,4,3,9,4,7,0
248,0,48,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,"(990.01, 2908.0]",8,No,12,3,4,1,10,3,2,8,2,7,6
249,0,31,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,"(990.01, 2908.0]",9,No,18,3,4,0,8,3,3,3,2,0,2
250,0,39,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,4,Sales Executive,1,Single,"(12403.0, 14302.0]",0,No,12,3,1,0,21,3,3,20,8,11,10
251,0,25,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,"(4807.0, 6706.0]",0,No,22,4,3,1,4,4,3,3,2,1,2
252,0,34,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,"(8605.0, 10504.0]",0,No,11,3,4,1,16,2,2,15,1,0,9
253,1,27,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,"(2908.0, 4807.0]",0,No,11,3,2,1,5,3,3,4,3,0,2
254,0,45,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,"(10504.0, 12403.0]",2,Yes,18,3,2,1,24,2,3,7,7,0,7
255,0,27,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,"(990.01, 2908.0]",6,No,18,3,4,1,6,1,1,2,2,2,2
256,0,46,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,"(6706.0, 8605.0]",3,No,14,3,3,1,12,4,2,9,8,4,7
257,1,26,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,"(990.01, 2908.0]",0,Yes,11,3,3,0,6,3,3,5,1,1,4
258,0,35,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,"(2908.0, 4807.0]",9,No,11,3,3,0,15,2,3,11,9,6,9
259,0,36,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,"(990.01, 2908.0]",4,No,13,3,2,1,8,2,3,5,2,0,4
260,0,43,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,"(990.01, 2908.0]",4,No,14,3,4,3,7,3,4,5,4,2,2
261,1,32,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,"(990.01, 2908.0]",1,No,12,3,1,0,1,2,3,1,0,0,0
262,1,33,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,"(990.01, 2908.0]",4,Yes,20,4,2,0,5,0,3,2,2,2,2
263,0,26,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,"(2908.0, 4807.0]",1,No,12,3,2,0,7,2,3,7,7,0,7
264,0,45,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,"(16201.0, 18100.0]",3,No,22,4,3,0,22,4,3,0,0,0,0
265,0,35,Travel_Rarely,Research & Development,4,2,Other,3,Male,3,1,Laboratory Technician,4,Divorced,"(990.01, 2908.0]",1,No,12,3,3,1,1,3,3,1,0,0,0
266,0,32,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,"(4807.0, 6706.0]",5,No,12,3,3,1,9,3,2,5,3,1,3
267,0,31,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,"(10504.0, 12403.0]",4,No,20,4,3,1,13,2,4,11,7,4,8
268,0,36,Travel_Rarely,Research & Development,8,3,Technical Degree,3,Female,3,3,Healthcare Representative,3,Divorced,"(8605.0, 10504.0]",1,No,13,3,2,3,17,2,3,17,14,12,8
269,1,55,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,"(18100.0, 19999.0]",5,Yes,13,3,4,1,24,2,3,5,2,1,4
270,0,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,"(4807.0, 6706.0]",0,No,12,3,1,1,6,5,2,5,3,0,2
271,0,39,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,"(2908.0, 4807.0]",7,No,13,3,1,0,18,2,3,7,7,1,7
272,0,34,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,"(990.01, 2908.0]",1,Yes,19,3,4,1,1,2,3,1,1,0,0
273,0,49,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,"(14302.0, 16201.0]",4,No,14,3,1,0,23,2,3,8,7,0,0
274,0,36,Travel_Frequently,Research & Development,11,3,Life Sciences,2,Male,2,2,Manufacturing Director,2,Single,"(4807.0, 6706.0]",1,No,13,3,3,0,6,3,3,6,5,0,3
275,1,25,Travel_Rarely,Sales,5,3,Marketing,3,Male,2,2,Sales Executive,3,Single,"(4807.0, 6706.0]",1,Yes,11,3,4,0,6,1,3,6,4,0,3
276,0,35,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,"(8605.0, 10504.0]",3,No,21,4,2,0,17,3,4,8,5,1,6
277,0,28,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,"(2908.0, 4807.0]",1,No,21,4,4,0,5,3,3,5,3,0,2
278,0,28,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,"(4807.0, 6706.0]",0,No,11,3,1,3,10,6,3,9,8,7,5
279,0,37,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,"(2908.0, 4807.0]",2,No,13,3,3,0,19,4,2,10,0,4,7
280,0,36,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,"(990.01, 2908.0]",1,No,22,4,2,0,5,3,3,5,4,0,2
281,0,31,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,"(4807.0, 6706.0]",4,Yes,13,3,3,0,10,2,4,6,5,0,5
282,0,35,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,"(2908.0, 4807.0]",0,Yes,11,3,4,0,4,2,3,3,2,0,2
283,1,30,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,"(990.01, 2908.0]",9,Yes,23,4,3,0,3,4,3,1,0,0,0
284,0,34,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,"(8605.0, 10504.0]",1,No,14,3,2,0,9,3,4,8,7,7,7
285,0,38,Travel_Frequently,Research & Development,29,5,Life Sciences,4,Female,3,2,Laboratory Technician,4,Single,"(990.01, 2908.0]",1,No,11,3,4,0,10,2,3,10,3,9,9
286,0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,"(2908.0, 4807.0]",5,Yes,11,3,3,0,6,3,3,3,2,1,2
287,0,36,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,"(4807.0, 6706.0]",1,No,16,3,3,0,10,2,2,10,4,1,8
288,1,23,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,"(2908.0, 4807.0]",1,Yes,11,3,1,0,5,2,3,5,4,1,2
289,0,27,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,"(4807.0, 6706.0]",1,Yes,20,4,2,1,6,0,3,6,2,0,3
290,0,35,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,"(2908.0, 4807.0]",0,No,15,3,3,0,6,2,3,5,4,4,3
291,0,38,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,"(2908.0, 4807.0]",2,No,19,3,4,2,10,0,4,5,2,0,3
292,0,32,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,"(10504.0, 12403.0]",3,No,15,3,4,0,10,6,3,7,7,7,7
293,0,23,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,"(990.01, 2908.0]",1,No,14,3,4,1,5,2,4,4,3,0,2
294,0,32,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,"(2908.0, 4807.0]",2,No,11,3,3,1,8,3,2,5,2,0,3
295,0,55,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,"(10504.0, 12403.0]",3,No,18,3,2,1,23,4,3,3,2,1,2
296,0,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,"(16201.0, 18100.0]",6,No,13,3,3,0,26,2,1,3,2,0,1
